Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Nic Claxton,BRK,CLE,L,32,4,5,0.8,0,0,0,2,3,0.667,2,8,10,4,0,1,2,0,10,13,11/9/24
Kevin Porter,LAC,TOR,W,21.57,5,9,0.556,2,2,1,3,6,0.5,0,6,6,5,1,0,2,2,15,13,11/9/24
Caris LeVert,CLE,BRK,W,31.38,6,11,0.545,0,4,0,0,0,0,0,2,2,6,1,2,1,2,12,12.1,11/9/24
Jordan Clarkson,UTA,SAS,W,24.05,5,15,0.333,2,6,0.333,4,5,0.8,1,2,3,4,3,0,1,3,16,12,11/9/24
Devin Vassell,SAS,UTA,L,21.73,8,13,0.615,3,6,0.5,2,2,1,0,1,1,2,0,0,3,5,21,11.8,11/9/24
John Collins,UTA,SAS,W,29,6,11,0.545,1,3,0.333,2,2,1,3,7,10,2,3,0,5,5,15,11.3,11/9/24
Trae Young,ATL,CHI,L,37.87,6,16,0.375,2,6,0.333,0,0,0,1,2,3,16,0,0,6,2,14,10.9,11/9/24
Chris Boucher,TOR,LAC,L,24,6,12,0.5,0,4,0,2,3,0.667,3,3,6,0,1,0,0,2,14,10.8,11/9/24
Julian Phillips,CHI,ATL,W,14.15,4,8,0.5,2,3,0.667,0,0,0,4,0,4,0,2,1,0,2,10,10.7,11/9/24
Cam Thomas,BRK,CLE,L,35.95,6,17,0.353,2,7,0.286,8,8,1,0,2,2,6,0,0,6,2,22,10.5,11/9/24
Patrick Williams,CHI,ATL,W,29.13,3,9,0.333,0,4,0,4,4,1,2,5,7,3,2,2,2,2,10,10.5,11/9/24
Gradey Dick,TOR,LAC,L,34.02,5,12,0.417,2,5,0.4,3,4,0.75,0,0,0,2,1,0,0,1,15,10.2,11/9/24
Zaccharie Risacher,ATL,CHI,L,30.15,6,14,0.429,1,6,0.167,4,6,0.667,1,1,2,0,0,2,0,3,17,10,11/9/24
Dalen Terry,CHI,ATL,W,14.37,2,4,0.5,1,3,0.333,4,4,1,2,2,4,1,0,1,0,1,9,10,11/9/24
Kyle Filipowski,UTA,SAS,W,24.62,3,5,0.6,1,2,0.5,1,4,0.25,0,5,5,6,1,0,1,1,8,9.8,11/9/24
Johnny Juzang,UTA,SAS,W,22.15,3,4,0.75,1,2,0.5,3,3,1,0,4,4,0,0,1,0,2,10,9.5,11/9/24
Nicolas Batum,LAC,TOR,W,16.82,3,5,0.6,1,3,0.333,0,0,0,1,2,3,2,0,2,0,0,7,8.8,11/9/24
Onyeka Okongwu,ATL,CHI,L,22.42,2,5,0.4,1,1,1,3,4,0.75,1,6,7,1,0,0,0,1,8,7.7,11/9/24
Dorian Finney-Smith,BRK,CLE,L,28.7,4,8,0.5,2,6,0.333,0,0,0,3,1,4,0,0,0,0,3,10,7.2,11/9/24
Jalen Smith,CHI,ATL,W,16.55,4,10,0.4,2,5,0.4,0,0,0,1,4,5,2,0,1,1,2,10,6.8,11/9/24
Isaiah Collier,UTA,SAS,W,24.78,3,9,0.333,0,6,0,1,4,0.25,0,6,6,4,1,1,0,1,7,6.6,11/9/24
Kris Dunn,LAC,TOR,W,19.88,3,3,1,1,1,1,0,0,0,0,3,3,0,1,0,1,1,7,6.6,11/9/24
Ty Jerome,CLE,BRK,W,18.08,2,4,0.5,0,1,0,0,0,0,0,1,1,5,2,0,1,1,4,6.4,11/9/24
Sam Merrill,CLE,BRK,W,20,2,4,0.5,2,4,0.5,0,0,0,0,2,2,2,1,0,0,2,6,6.2,11/9/24
RJ Barrett,TOR,LAC,L,30.47,6,15,0.4,1,3,0.333,0,2,0,0,6,6,3,2,1,4,2,13,5.9,11/9/24
Zach Collins,SAS,UTA,L,15.32,2,5,0.4,1,1,1,0,0,0,1,2,3,4,1,0,0,4,5,5.8,11/9/24
Garrison Mathews,ATL,CHI,L,18.57,2,5,0.4,1,3,0.333,3,4,0.75,0,1,1,0,1,0,0,1,8,5.8,11/9/24
Harrison Barnes,SAS,UTA,L,27.2,4,7,0.571,2,4,0.5,0,0,0,1,1,2,2,0,0,3,1,10,5.7,11/9/24
Walker Kessler,UTA,SAS,W,18.87,3,4,0.75,0,0,0,1,2,0.5,2,3,5,0,0,1,2,1,7,5.6,11/9/24
Georges Niang,CLE,BRK,W,14.72,4,6,0.667,0,1,0,0,0,0,0,2,2,1,0,1,1,3,8,5.2,11/9/24
Davion Mitchell,TOR,LAC,L,21.93,2,9,0.222,1,5,0.2,2,4,0.5,2,2,4,4,0,0,0,2,7,4.7,11/9/24
Larry Nance,ATL,CHI,L,13.88,2,3,0.667,1,1,1,1,2,0.5,0,2,2,2,0,0,0,4,6,4.7,11/9/24
Bruno Fernando,TOR,LAC,L,8.5,2,3,0.667,0,0,0,0,0,0,1,1,2,3,0,1,0,5,4,4.5,11/9/24
Chris Paul,SAS,UTA,L,27.5,0,6,0,0,6,0,3,3,1,0,2,2,9,1,0,2,1,3,4.3,11/9/24
Jakob Poeltl,TOR,LAC,L,30.13,1,6,0.167,0,0,0,3,6,0.5,2,10,12,3,0,3,4,2,5,3.8,11/9/24
Dean Wade,CLE,BRK,W,17.73,1,4,0.25,1,3,0.333,0,0,0,0,4,4,1,1,0,0,1,3,3.1,11/9/24
Blake Wesley,SAS,UTA,L,18.97,2,4,0.5,0,0,0,1,1,1,0,0,0,2,1,0,2,1,5,3,11/9/24
Noah Clowney,BRK,CLE,L,14.35,1,3,0.333,0,2,0,0,0,0,0,3,3,1,2,1,1,2,2,2.8,11/9/24
Terance Mann,LAC,TOR,W,28.5,2,5,0.4,0,1,0,0,0,0,2,3,5,0,0,1,0,4,4,2.7,11/9/24
Jonathan Mogbo,TOR,LAC,L,9.32,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,1,0,2.7,11/9/24
Shake Milton,BRK,CLE,L,17.8,1,3,0.333,1,3,0.333,0,0,0,0,0,0,1,1,0,0,2,3,2.2,11/9/24
Amir Coffey,LAC,TOR,W,23.08,2,6,0.333,1,2,0.5,1,2,0.5,0,1,1,0,0,0,0,1,6,2.1,11/9/24
Keon Johnson,BRK,CLE,L,12.23,2,7,0.286,2,6,0.333,0,0,0,1,3,4,2,0,0,3,0,6,1.9,11/9/24
Keaton Wallace,ATL,CHI,L,18.93,2,5,0.4,0,2,0,0,0,0,0,1,1,2,0,1,1,2,4,1.9,11/9/24
Julian Champagnie,SAS,UTA,L,24.67,2,7,0.286,1,6,0.167,0,0,0,0,6,6,2,0,1,2,3,5,1.6,11/9/24
Patty Mills,UTA,SAS,W,14.47,2,3,0.667,1,2,0.5,0,0,0,0,1,1,0,0,0,2,1,5,1.6,11/9/24
Jamison Battle,TOR,LAC,L,13.95,1,5,0.2,1,5,0.2,0,0,0,0,2,2,1,0,0,0,2,3,0.4,11/9/24
Derrick Jones,LAC,TOR,W,18.93,1,5,0.2,0,3,0,2,2,1,1,0,1,0,0,1,0,5,4,0.3,11/9/24
Jalen Wilson,BRK,CLE,L,10.02,1,3,0.333,0,2,0,0,0,0,2,1,3,1,0,0,2,1,2,0.3,11/9/24
Isaac Okoro,CLE,BRK,W,14.92,1,5,0.2,0,3,0,1,2,0.5,0,1,1,1,0,0,0,1,3,0.1,11/9/24
Sandro Mamukelashvili,SAS,UTA,L,7.05,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,-0.5,11/9/24
Jarrett Allen,CLE,BRK,W,21.12,1,6,0.167,0,0,0,2,2,1,1,2,3,0,1,1,3,2,4,-0.6,11/9/24
Kai Jones,LAC,TOR,W,3.68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.7,11/9/24
David Roddy,ATL,CHI,L,2.37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,11/9/24
Jamal Shead,TOR,LAC,L,5.38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,11/9/24
Cody Williams,UTA,SAS,W,16.98,0,3,0,0,2,0,0,0,0,0,1,1,1,1,1,2,0,0,-1.4,11/9/24
Jevon Carter,CHI,ATL,W,8.5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,11/9/24
Ziaire Williams,BRK,CLE,L,20.23,0,3,0,0,2,0,0,0,0,0,3,3,0,1,0,2,2,0,-3,11/9/24
Matas Buzelis,CHI,ATL,W,5.37,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,2,0,-3.3,11/9/24
Nikola Jokić,DEN,DAL,W,38,13,21,0.619,3,3,1,8,8,1,8,10,18,15,3,0,4,2,37,44.8,11/10/24
Kyrie Irving,DAL,DEN,L,35.12,17,22,0.773,6,8,0.75,3,3,1,0,5,5,5,1,1,1,1,43,39.7,11/10/24
Tyrese Haliburton,IND,NYK,W,35.18,11,18,0.611,4,10,0.4,9,11,0.818,0,2,2,14,2,0,2,1,35,36,11/10/24
Giannis Antetokounmpo,MIL,BOS,L,39.15,18,29,0.621,1,2,0.5,6,10,0.6,1,12,13,5,0,2,1,4,43,34.9,11/10/24
Bennedict Mathurin,IND,NYK,W,41.42,13,18,0.722,7,9,0.778,5,6,0.833,2,6,8,2,0,1,1,4,38,32.9,11/10/24
Stephen Curry,GSW,OKC,W,36.5,13,23,0.565,7,13,0.538,3,4,0.75,1,4,5,7,1,1,3,2,36,29.4,11/10/24
Jalen Brunson,NYK,IND,L,40.62,11,17,0.647,1,2,0.5,10,12,0.833,0,6,6,10,0,0,3,4,33,28.9,11/10/24
LeBron James,LAL,TOR,W,34.78,6,14,0.429,0,3,0,7,7,1,2,8,10,16,1,0,3,0,19,24.6,11/10/24
LaMelo Ball,CHO,PHI,L,40.52,13,30,0.433,6,18,0.333,6,7,0.857,1,3,4,8,2,0,6,3,38,23.8,11/10/24
Anthony Davis,LAL,TOR,W,25.88,6,8,0.75,2,2,1,8,10,0.8,1,3,4,3,1,2,0,1,22,23.7,11/10/24
DeMar DeRozan,SAC,PHO,W,42.68,14,25,0.56,1,1,1,5,6,0.833,0,3,3,3,1,0,2,0,34,23.7,11/10/24
Alperen Sengun,HOU,DET,W,30.33,11,17,0.647,0,0,0,5,7,0.714,3,7,10,2,0,1,1,2,27,23.2,11/10/24
Bradley Beal,PHO,SAC,L,38.13,9,18,0.5,3,10,0.3,7,9,0.778,2,6,8,2,1,1,1,2,28,22.7,11/10/24
Austin Reaves,LAL,TOR,W,32.58,10,17,0.588,3,9,0.333,4,5,0.8,0,1,1,6,1,0,0,4,27,22.6,11/10/24
Bilal Coulibaly,WAS,ORL,L,36.88,9,11,0.818,1,3,0.333,1,1,1,3,3,6,6,1,3,3,3,20,22,11/10/24
Tyus Jones,PHO,SAC,L,40.3,8,14,0.571,6,10,0.6,0,0,0,1,1,2,4,2,0,0,1,22,20.8,11/10/24
Karl-Anthony Towns,NYK,IND,L,38.87,11,19,0.579,2,5,0.4,6,8,0.75,1,8,9,0,0,1,2,4,30,20.5,11/10/24
Andrew Wiggins,GSW,OKC,W,35.18,6,14,0.429,2,4,0.5,4,6,0.667,5,3,8,5,3,1,0,3,18,20.2,11/10/24
OG Anunoby,NYK,IND,L,36.08,9,14,0.643,3,4,0.75,4,4,1,2,2,4,2,2,0,3,3,25,20,11/10/24
Jayson Tatum,BOS,MIL,W,40.2,7,21,0.333,4,12,0.333,13,15,0.867,0,12,12,6,0,0,5,3,31,19.9,11/10/24
Jake LaRavia,MEM,POR,W,23.48,6,9,0.667,2,3,0.667,4,4,1,2,2,4,2,3,3,2,2,18,19.8,11/10/24
Franz Wagner,ORL,WAS,W,28.65,9,20,0.45,1,5,0.2,4,4,1,0,4,4,7,1,0,0,0,23,19.7,11/10/24
Myles Turner,IND,NYK,W,39.1,8,15,0.533,5,8,0.625,5,6,0.833,0,6,6,1,1,2,2,4,26,19.6,11/10/24
Devin Booker,PHO,SAC,L,43.27,9,22,0.409,3,10,0.3,2,2,1,0,1,1,12,2,0,2,2,23,19.1,11/10/24
Luka Dončić,DAL,DEN,L,40.85,9,19,0.474,2,8,0.25,4,6,0.667,1,8,9,9,1,1,5,2,24,18.8,11/10/24
Cade Cunningham,DET,HOU,L,36.03,10,21,0.476,2,4,0.5,4,6,0.667,0,8,8,9,0,1,4,3,26,18.7,11/10/24
Jared McCain,PHI,CHO,W,30.97,10,18,0.556,3,8,0.375,4,4,1,0,3,3,2,0,0,1,3,27,18.5,11/10/24
Josh Hart,NYK,IND,L,42.67,7,12,0.583,0,3,0,2,3,0.667,2,8,10,6,1,1,1,1,16,18.3,11/10/24
De'Aaron Fox,SAC,PHO,W,40.72,10,23,0.435,0,6,0,1,1,1,1,10,11,8,0,0,0,0,21,18.2,11/10/24
Chris Boucher,TOR,LAL,L,19.98,6,9,0.667,2,4,0.5,4,5,0.8,2,3,5,3,1,0,1,0,18,18.1,11/10/24
Michael Porter,DEN,DAL,W,35.92,6,11,0.545,2,6,0.333,3,4,0.75,0,7,7,4,1,2,0,2,17,17.8,11/10/24
Isaiah Stewart,DET,HOU,L,33.03,7,9,0.778,0,0,0,2,2,1,5,3,8,1,1,2,1,4,16,17.4,11/10/24
Daniel Gafford,DAL,DEN,L,33.8,7,9,0.778,0,0,0,2,4,0.5,2,5,7,3,2,2,1,5,16,17.1,11/10/24
Santi Aldama,MEM,POR,W,29.95,7,11,0.636,2,4,0.5,0,0,0,1,5,6,6,2,0,2,2,16,16.7,11/10/24
Derrick White,BOS,MIL,W,36.13,6,12,0.5,3,6,0.5,0,0,0,2,4,6,6,1,1,0,2,15,16.7,11/10/24
Goga Bitadze,ORL,WAS,W,21.65,5,6,0.833,0,0,0,0,0,0,6,6,12,3,0,1,0,1,10,16.2,11/10/24
Jalen Williams,OKC,GSW,L,31.3,9,15,0.6,0,2,0,2,2,1,1,2,3,4,1,4,4,2,20,16.2,11/10/24
Brandon Miller,CHO,PHI,L,40.62,7,16,0.438,3,11,0.273,5,5,1,1,6,7,2,2,1,3,3,22,16,11/10/24
De'Anthony Melton,GSW,OKC,W,26.8,5,11,0.455,5,8,0.625,4,6,0.667,2,8,10,2,3,0,4,2,19,15.9,11/10/24
Jaren Jackson,MEM,POR,W,23.57,6,12,0.5,3,7,0.429,5,6,0.833,0,7,7,2,3,0,4,1,20,15.7,11/10/24
Kevin Huerter,SAC,PHO,W,34.7,6,12,0.5,5,9,0.556,0,0,0,1,6,7,4,3,1,2,6,17,15.6,11/10/24
Jonathan Kuminga,GSW,OKC,W,26.38,8,11,0.727,2,4,0.5,2,3,0.667,1,4,5,1,0,1,2,2,20,15.6,11/10/24
Tari Eason,HOU,DET,W,27.35,7,12,0.583,2,4,0.5,2,3,0.667,4,5,9,1,1,1,2,3,18,15.5,11/10/24
Luguentz Dort,OKC,GSW,L,29.63,6,11,0.545,3,8,0.375,1,1,1,1,5,6,3,1,1,0,4,16,15.1,11/10/24
Shai Gilgeous-Alexander,OKC,GSW,L,33.73,6,17,0.353,0,2,0,12,14,0.857,1,4,5,4,0,1,4,0,24,15.1,11/10/24
Peyton Watson,DEN,DAL,W,39.72,6,9,0.667,4,4,1,0,0,0,1,4,5,1,0,1,0,1,16,15,11/10/24
Jakob Poeltl,TOR,LAL,L,31.13,7,12,0.583,0,0,0,0,0,0,4,6,10,4,1,0,1,4,14,14.2,11/10/24
Jrue Holiday,BOS,MIL,W,32.73,5,11,0.455,3,8,0.375,2,2,1,2,0,2,3,2,0,0,2,15,14,11/10/24
Domantas Sabonis,SAC,PHO,W,38.82,9,14,0.643,0,3,0,2,3,0.667,4,8,12,5,0,0,6,6,20,13.7,11/10/24
Ochai Agbaji,TOR,LAL,L,33.37,5,7,0.714,4,5,0.8,2,2,1,1,5,6,1,0,1,2,3,16,13.5,11/10/24
Guerschon Yabusele,PHI,CHO,W,30.77,8,13,0.615,2,4,0.5,2,4,0.5,2,6,8,0,0,0,1,5,20,13.5,11/10/24
Jaylen Wells,MEM,POR,W,23.77,5,9,0.556,2,4,0.5,4,4,1,0,3,3,1,0,0,0,0,16,13.3,11/10/24
Anthony Black,ORL,WAS,W,22.28,4,6,0.667,2,3,0.667,2,2,1,1,1,2,4,0,2,1,1,12,13.2,11/10/24
A.J. Green,MIL,BOS,L,26.95,4,6,0.667,4,6,0.667,0,0,0,0,3,3,0,3,0,0,1,12,12.9,11/10/24
Scotty Pippen ,MEM,POR,W,20.7,6,8,0.75,2,3,0.667,3,4,0.75,0,4,4,2,0,1,3,2,17,12.9,11/10/24
Payton Pritchard,BOS,MIL,W,22.83,6,10,0.6,5,8,0.625,1,1,1,1,0,1,3,0,0,3,1,18,12.8,11/10/24
Nickeil Alexander-Walker,MIN,MIA,L,25.73,5,6,0.833,2,3,0.667,0,0,0,1,2,3,1,1,1,0,2,12,12.7,11/10/24
Jerami Grant,POR,MEM,L,28.1,7,15,0.467,2,8,0.25,4,6,0.667,0,1,1,1,1,0,0,2,20,12.7,11/10/24
Cole Anthony,ORL,WAS,W,15.32,3,4,0.75,2,3,0.667,8,8,1,1,1,2,0,0,0,2,2,16,12.6,11/10/24
Tyler Herro,MIA,MIN,W,33.88,9,15,0.6,4,8,0.5,4,5,0.8,0,6,6,3,0,0,8,5,26,12.6,11/10/24
Moritz Wagner,ORL,WAS,W,22.58,5,12,0.417,2,6,0.333,4,7,0.571,2,4,6,2,1,0,0,2,16,12.6,11/10/24
Mason Plumlee,PHO,SAC,L,25.73,2,2,1,0,0,0,2,3,0.667,2,9,11,6,1,0,1,3,6,12.1,11/10/24
Rudy Gobert,MIN,MIA,L,32.5,2,4,0.5,0,0,0,3,3,1,6,7,13,1,1,2,2,1,7,12,11/10/24
Jordan Poole,WAS,ORL,L,30.85,8,19,0.421,3,10,0.3,5,6,0.833,0,4,4,1,0,0,2,4,24,11.8,11/10/24
Bobby Portis,MIL,BOS,L,23.27,6,12,0.5,1,3,0.333,2,2,1,1,6,7,0,1,0,0,2,15,11.7,11/10/24
Grant Williams,CHO,PHI,L,38.23,6,14,0.429,2,7,0.286,3,4,0.75,1,3,4,2,2,3,3,4,17,11.7,11/10/24
Naji Marshall,DAL,DEN,L,36.37,5,9,0.556,0,2,0,1,1,1,3,5,8,0,1,1,0,1,11,11.6,11/10/24
Keegan Murray,SAC,PHO,W,42.58,5,11,0.455,2,6,0.333,2,2,1,1,13,14,1,0,0,0,5,14,11.6,11/10/24
Cason Wallace,OKC,GSW,L,30.3,6,10,0.6,2,2,1,2,2,1,1,1,2,0,0,0,0,2,16,11.6,11/10/24
Tobias Harris,DET,HOU,L,34.7,3,5,0.6,1,2,0.5,2,5,0.4,2,6,8,1,3,2,2,1,9,11.4,11/10/24
Jaxson Hayes,LAL,TOR,W,21.37,4,6,0.667,0,0,0,4,6,0.667,3,3,6,1,0,1,0,4,12,11.4,11/10/24
Nikola Jović,MIA,MIN,W,23.07,6,11,0.545,2,4,0.5,1,1,1,0,7,7,1,1,0,1,3,15,11.3,11/10/24
Jay Huff,MEM,POR,W,19.67,4,8,0.5,2,6,0.333,2,2,1,0,2,2,0,0,6,1,2,12,11,11/10/24
Pascal Siakam,IND,NYK,W,34.12,5,13,0.385,2,6,0.333,2,2,1,3,5,8,3,0,0,0,4,14,11,11/10/24
Christian Braun,DEN,DAL,W,35.05,5,10,0.5,1,2,0.5,3,4,0.75,2,4,6,2,0,0,1,3,14,10.4,11/10/24
Julius Randle,MIN,MIA,L,35.72,6,16,0.375,1,6,0.167,4,4,1,2,4,6,6,1,0,4,4,17,10.4,11/10/24
Zach Edey,MEM,POR,W,24.35,5,7,0.714,1,1,1,1,2,0.5,3,3,6,2,4,1,6,4,12,10.2,11/10/24
Naz Reid,MIN,MIA,L,22.52,5,11,0.455,4,7,0.571,1,1,1,1,2,3,2,0,0,1,2,15,10.2,11/10/24
Draymond Green,GSW,OKC,W,30.85,3,5,0.6,2,3,0.667,0,0,0,0,4,4,11,0,0,3,4,8,10,11/10/24
Cam Reddish,LAL,TOR,W,28.67,5,7,0.714,1,3,0.333,0,0,0,1,1,2,1,1,0,0,2,11,10,11/10/24
Donovan Clingan,POR,MEM,L,16.93,5,7,0.714,0,1,0,3,3,1,1,2,3,0,1,1,2,3,13,9.9,11/10/24
Luke Kennard,MEM,POR,W,20.27,1,5,0.2,1,5,0.2,0,0,0,0,3,3,11,2,1,1,1,3,9.8,11/10/24
Taurean Prince,MIL,BOS,L,38.15,3,6,0.5,3,4,0.75,0,0,0,1,8,9,3,2,0,3,1,9,9.8,11/10/24
Kyshawn George,WAS,ORL,L,34.47,5,9,0.556,4,8,0.5,1,2,0.5,0,7,7,1,1,0,2,6,15,9.7,11/10/24
Brandon Clarke,MEM,POR,W,15.98,4,7,0.571,1,4,0.25,0,0,0,3,3,6,1,1,0,0,2,9,9.6,11/10/24
Gradey Dick,TOR,LAL,L,32.8,5,10,0.5,2,3,0.667,2,2,1,0,1,1,3,0,0,1,2,14,9.6,11/10/24
Andre Drummond,PHI,CHO,W,23.83,5,8,0.625,0,0,0,3,4,0.75,3,7,10,0,0,0,2,4,13,9.6,11/10/24
Paul George,PHI,CHO,W,33.23,6,18,0.333,1,9,0.111,2,2,1,0,3,3,9,2,0,4,1,15,9.6,11/10/24
D'Angelo Russell,LAL,TOR,W,26.77,6,13,0.462,3,9,0.333,0,0,0,0,2,2,1,1,0,1,0,15,9.6,11/10/24
Kyle Anderson,GSW,OKC,W,20.4,2,6,0.333,0,2,0,2,2,1,2,3,5,5,1,0,0,0,6,9.4,11/10/24
Damian Lillard,MIL,BOS,L,35.78,4,15,0.267,1,8,0.125,5,5,1,0,4,4,6,3,0,3,3,14,9.3,11/10/24
Jamal Murray,DEN,DAL,W,38.12,7,17,0.412,2,6,0.333,2,5,0.4,0,2,2,6,0,0,2,3,18,9.3,11/10/24
Haywood Highsmith,MIA,MIN,W,33.47,2,5,0.4,1,4,0.25,2,4,0.5,1,1,2,0,5,1,1,0,7,9.2,11/10/24
Alex Sarr,WAS,ORL,L,24.85,3,10,0.3,2,6,0.333,3,4,0.75,1,2,3,4,1,2,1,3,11,9.1,11/10/24
Jeff Dowtin,PHI,CHO,W,23.05,4,7,0.571,1,3,0.333,2,2,1,0,2,2,0,1,0,0,1,11,8.9,11/10/24
Anthony Edwards,MIN,MIA,L,37.27,8,24,0.333,4,14,0.286,2,3,0.667,1,4,5,6,2,0,6,3,22,8.9,11/10/24
Ajay Mitchell,OKC,GSW,L,20.6,5,9,0.556,0,1,0,2,2,1,0,2,2,1,1,0,1,1,12,8.6,11/10/24
Malik Beasley,DET,HOU,L,27.47,5,12,0.417,4,9,0.444,1,2,0.5,1,1,2,3,1,0,3,2,15,8.5,11/10/24
Al Horford,BOS,MIL,W,31.68,3,7,0.429,2,6,0.333,1,1,1,0,7,7,4,0,1,2,1,9,8.5,11/10/24
Isaiah Joe,OKC,GSW,L,22.58,3,7,0.429,3,6,0.5,1,1,1,1,3,4,2,0,0,0,2,10,8.5,11/10/24
Kyle Lowry,PHI,CHO,W,33.17,2,3,0.667,1,2,0.5,3,4,0.75,0,4,4,5,1,1,3,3,8,8.5,11/10/24
Julian Strawther,DEN,DAL,W,23.33,4,9,0.444,2,5,0.4,2,3,0.667,0,1,1,1,1,2,1,2,12,8.5,11/10/24
Amen Thompson,HOU,DET,W,22.85,2,5,0.4,0,1,0,4,4,1,1,4,5,3,1,0,1,2,8,8.5,11/10/24
RJ Barrett,TOR,LAL,L,36.42,5,15,0.333,1,7,0.143,7,9,0.778,0,7,7,4,0,0,4,3,18,8.4,11/10/24
Terry Rozier,MIA,MIN,W,31.77,4,8,0.5,0,2,0,3,3,1,0,4,4,1,3,1,3,3,11,8.4,11/10/24
Jaylen Brown,BOS,MIL,W,37.42,4,13,0.308,1,5,0.2,5,6,0.833,0,5,5,4,0,0,1,3,14,8.2,11/10/24
Jett Howard,ORL,WAS,W,5.48,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,9,8.1,11/10/24
Jaden McDaniels,MIN,MIA,L,32.95,4,9,0.444,0,3,0,1,2,0.5,3,3,6,1,1,1,0,3,9,8.1,11/10/24
Dwight Powell,DAL,DEN,L,14.2,2,3,0.667,0,0,0,3,4,0.75,2,3,5,1,1,0,0,3,7,8.1,11/10/24
Donte DiVincenzo,MIN,MIA,L,29.27,3,9,0.333,2,7,0.286,0,0,0,1,5,6,2,4,1,2,3,8,8,11/10/24
Kevin Love,MIA,MIN,W,13.05,2,7,0.286,1,4,0.25,1,1,1,2,4,6,2,2,0,0,0,6,7.9,11/10/24
Dillon Brooks,HOU,DET,W,33.72,6,15,0.4,2,8,0.25,0,0,0,0,2,2,1,1,0,0,1,14,7.8,11/10/24
Jalen Green,HOU,DET,W,33.85,6,17,0.353,1,6,0.167,2,2,1,0,5,5,3,2,1,2,5,15,7.8,11/10/24
Tim Hardaway,DET,HOU,L,29.78,3,10,0.3,2,6,0.333,2,2,1,0,4,4,2,1,0,0,0,10,7.8,11/10/24
Fred VanVleet,HOU,DET,W,37.4,3,13,0.231,1,7,0.143,0,2,0,1,6,7,7,3,1,1,2,7,7.6,11/10/24
Tristan Da Silva,ORL,WAS,W,31.62,4,9,0.444,2,5,0.4,1,1,1,1,3,4,2,2,0,2,5,11,7.3,11/10/24
Caleb Martin,PHI,CHO,W,41.08,1,5,0.2,1,2,0.5,2,2,1,1,4,5,3,4,0,2,2,5,7.1,11/10/24
Neemias Queta,BOS,MIL,W,20.58,3,6,0.5,0,0,0,2,2,1,1,6,7,0,1,0,1,1,8,7.1,11/10/24
Josh Okogie,PHO,SAC,L,15.98,4,7,0.571,1,3,0.333,0,0,0,1,4,5,0,2,0,2,2,9,6.8,11/10/24
Bam Adebayo,MIA,MIN,W,38.93,3,11,0.273,0,2,0,3,6,0.5,0,7,7,7,1,3,4,2,9,6.6,11/10/24
Ryan Dunn,PHO,SAC,L,21.25,4,7,0.571,0,3,0,0,0,0,0,2,2,0,1,1,0,1,8,6.6,11/10/24
Brook Lopez,MIL,BOS,L,28.67,2,6,0.333,2,5,0.4,0,0,0,0,1,1,3,0,3,0,3,6,5.9,11/10/24
Aaron Wiggins,OKC,GSW,L,18.38,3,8,0.375,3,4,0.75,0,0,0,1,1,2,3,0,0,1,2,9,5.9,11/10/24
Kentavious Caldwell-Pope,ORL,WAS,W,28,2,8,0.25,1,6,0.167,3,3,1,1,4,5,3,0,1,1,3,8,5.7,11/10/24
Pat Connaughton,MIL,BOS,L,13.23,2,3,0.667,1,2,0.5,2,2,1,0,0,0,2,0,0,1,1,7,5.7,11/10/24
Trey Lyles,SAC,PHO,W,17.43,2,6,0.333,1,4,0.25,3,4,0.75,1,5,6,0,0,1,1,1,8,5.7,11/10/24
Cody Martin,CHO,PHI,L,32.47,3,8,0.375,1,5,0.2,0,0,0,0,6,6,5,2,0,3,3,7,5.7,11/10/24
T.J. McConnell,IND,NYK,W,15.88,3,6,0.5,0,1,0,0,0,0,0,0,0,3,1,0,0,1,6,5.7,11/10/24
Jaime Jaquez,MIA,MIN,W,16.42,3,7,0.429,1,2,0.5,0,0,0,1,4,5,1,1,1,2,0,7,5.6,11/10/24
Jonas Valančiūnas,WAS,ORL,L,18.33,3,3,1,0,0,0,2,2,1,0,3,3,1,0,1,3,2,8,5.6,11/10/24
Moussa Diabaté,CHO,PHI,L,23.37,2,4,0.5,0,0,0,0,0,0,5,6,11,1,0,0,1,4,4,5.4,11/10/24
Paul Reed,DET,HOU,L,14.75,2,2,1,0,0,0,2,2,1,2,2,4,1,0,1,1,6,6,5.4,11/10/24
Buddy Hield,GSW,OKC,W,21.17,3,8,0.375,2,5,0.4,0,0,0,1,4,5,2,0,0,0,4,8,5.3,11/10/24
Simone Fontecchio,DET,HOU,L,16.77,1,4,0.25,1,3,0.333,2,2,1,0,4,4,2,0,0,0,0,5,5.2,11/10/24
